,st_id,pr_sku_id,date,target
31,16a5cdae362b8d27a1d8f8c7b78b4330,13e760924d65bba3dce3393d3185abd3,2023-07-20,3.0
32,16a5cdae362b8d27a1d8f8c7b78b4330,1566bfacbcf0c0a3e7c92e73c708d341,2023-07-20,3.0
33,16a5cdae362b8d27a1d8f8c7b78b4330,15f0c24e521b6f8b4379a0d4958fbae9,2023-07-20,1.0
34,16a5cdae362b8d27a1d8f8c7b78b4330,16939b73c086c005ffeda3375320816d,2023-07-20,2.0
35,16a5cdae362b8d27a1d8f8c7b78b4330,17667b08596154dc5e9417f410cbced3,2023-07-20,3.0
36,16a5cdae362b8d27a1d8f8c7b78b4330,17e0ce48c87a8885fe8b82c21cb17ecf,2023-07-20,2.0
37,16a5cdae362b8d27a1d8f8c7b78b4330,17f7c5578fad009505989442352a308a,2023-07-20,3.0
38,16a5cdae362b8d27a1d8f8c7b78b4330,18263c76c0db10f61f721741382c091f,2023-07-20,1.0
39,16a5cdae362b8d27a1d8f8c7b78b4330,1933ead077ee71dda8c85a7b769c8ef6,2023-07-20,19.0
40,16a5cdae362b8d27a1d8f8c7b78b4330,194585b5215aea447389c5fefca09c61,2023-07-20,3.0
41,16a5cdae362b8d27a1d8f8c7b78b4330,194adbcaa46104c43d41ad4f23c18407,2023-07-20,8.0
42,16a5cdae362b8d27a1d8f8c7b78b4330,1a0f36f6e92560bcae205b6c32cc033f,2023-07-20,21.0
43,16a5cdae362b8d27a1d8f8c7b78b4330,1ac1587d5965008b9cfb9b5ae290048b,2023-07-20,1.0
44,16a5cdae362b8d27a1d8f8c7b78b4330,1acfb389229f9ecab9218940bc1f2841,2023-07-20,1.0
45,16a5cdae362b8d27a1d8f8c7b78b4330,1b0251ccb8bd5f9ccf444e4bda7713e3,2023-07-20,3.0
46,16a5cdae362b8d27a1d8f8c7b78b4330,1b1f4205ab5d9b437c143fc6d7e18c80,2023-07-20,3.0
47,16a5cdae362b8d27a1d8f8c7b78b4330,1b554caad50131478083eb6e4f7845d6,2023-07-20,3.0
48,16a5cdae362b8d27a1d8f8c7b78b4330,1be007f9969e526937d035055f02690d,2023-07-20,2.0
49,16a5cdae362b8d27a1d8f8c7b78b4330,1cac981fb61dc0e4a41e6a8508552803,2023-07-20,2.0
50,16a5cdae362b8d27a1d8f8c7b78b4330,1cec786e41a51f75b5701511f995218b,2023-07-20,13.0
51,16a5cdae362b8d27a1d8f8c7b78b4330,1d2448c22721c94bb0264cf52598522f,2023-07-20,17.0
52,16a5cdae362b8d27a1d8f8c7b78b4330,1e94984bcf57dfdda57c0aa19c789c87,2023-07-20,4.0
53,16a5cdae362b8d27a1d8f8c7b78b4330,1ed7d2ba2413e16205063b4029038486,2023-07-20,2.0
54,16a5cdae362b8d27a1d8f8c7b78b4330,1ef67b3830faf45363d2da935c604d7a,2023-07-20,8.0
55,16a5cdae362b8d27a1d8f8c7b78b4330,2062d6c68c7b32c29a863ce4d72b6dae,2023-07-20,5.0
56,16a5cdae362b8d27a1d8f8c7b78b4330,2188bd364970d4acf961ff2fea1bd71e,2023-07-20,2.0
57,16a5cdae362b8d27a1d8f8c7b78b4330,21b4bc4c1913efa897d0743c1d890903,2023-07-20,2.0
58,16a5cdae362b8d27a1d8f8c7b78b4330,225de5ef23fbfa96f02a8e1e8626ab66,2023-07-20,9.0
59,16a5cdae362b8d27a1d8f8c7b78b4330,22988026fe85fde60d8bf777ab6bc3b4,2023-07-20,6.0
60,16a5cdae362b8d27a1d8f8c7b78b4330,22b3872c9768b6070e1111d85e8e9660,2023-07-20,1.0
61,16a5cdae362b8d27a1d8f8c7b78b4330,23988ac4dab747b44b9d027e3b6f4ba8,2023-07-20,1.0
62,16a5cdae362b8d27a1d8f8c7b78b4330,23f70c32de93a01ccf59f9138a5baa3d,2023-07-20,2.0
63,16a5cdae362b8d27a1d8f8c7b78b4330,2467d1dcf883fcd3a21e4cf5eccb00bc,2023-07-20,2.0
64,16a5cdae362b8d27a1d8f8c7b78b4330,246db71cccfbfbfaef328f1f8f7df31e,2023-07-20,4.0
65,16a5cdae362b8d27a1d8f8c7b78b4330,25297b758a38dfb3475046e5dc01291a,2023-07-20,3.0
66,16a5cdae362b8d27a1d8f8c7b78b4330,26864bfba07bfdc89934ec5ca9367ab9,2023-07-20,2.0
67,16a5cdae362b8d27a1d8f8c7b78b4330,26d07ae4d7900394b2efaae387b01072,2023-07-20,18.0
68,16a5cdae362b8d27a1d8f8c7b78b4330,276150520c270123fc15b3bc80c0d171,2023-07-20,1.0
69,16a5cdae362b8d27a1d8f8c7b78b4330,27a79eaf8d74a68777299f3a514ea51f,2023-07-20,2.0
70,16a5cdae362b8d27a1d8f8c7b78b4330,27de2875de3697b6ccdd5f916de76395,2023-07-20,3.0
71,16a5cdae362b8d27a1d8f8c7b78b4330,27e8978c9e8b7146c462feb7d24f5637,2023-07-20,4.0
72,16a5cdae362b8d27a1d8f8c7b78b4330,27fefd0504053087f8d1a34b947a0430,2023-07-20,2.0
73,16a5cdae362b8d27a1d8f8c7b78b4330,282984b385d80166ba0d4f32a7843f53,2023-07-20,2.0
74,16a5cdae362b8d27a1d8f8c7b78b4330,28cdcc6f1cbe33aa4f10223177e41060,2023-07-20,3.0
75,16a5cdae362b8d27a1d8f8c7b78b4330,297f9b93f04e4bc8f655f784983c5453,2023-07-20,2.0
76,16a5cdae362b8d27a1d8f8c7b78b4330,2a072dd33174b678fe0749c2cabcb3e6,2023-07-20,3.0
77,16a5cdae362b8d27a1d8f8c7b78b4330,2a868279c0944dbdebbe05bdd925b005,2023-07-20,7.0
78,16a5cdae362b8d27a1d8f8c7b78b4330,2a875376cce8ea8e15042d2ecdeb0fe1,2023-07-20,2.0
79,16a5cdae362b8d27a1d8f8c7b78b4330,2bd31c7c54bbd12554730ae254c428b1,2023-07-20,4.0
80,16a5cdae362b8d27a1d8f8c7b78b4330,2c6c2e0fb9a48b16ea6aecc7cdcf8af8,2023-07-20,5.0
81,16a5cdae362b8d27a1d8f8c7b78b4330,2ceba8db8d0af7ba57e1572e839451c9,2023-07-20,2.0
82,16a5cdae362b8d27a1d8f8c7b78b4330,2dc922d957188fb51dd2bd50ec9b555a,2023-07-20,4.0
83,16a5cdae362b8d27a1d8f8c7b78b4330,2df818c9b00c8a0b0beb4b47aa78d6d4,2023-07-20,3.0
84,16a5cdae362b8d27a1d8f8c7b78b4330,2e463fcb1369be4d5dfbe87e04f60df2,2023-07-20,11.0
85,16a5cdae362b8d27a1d8f8c7b78b4330,2ef03c58e3783eb11acba9d15909f6fe,2023-07-20,2.0
86,16a5cdae362b8d27a1d8f8c7b78b4330,2f72f7c5dae106c917edff70a3b1ac1f,2023-07-20,2.0
87,16a5cdae362b8d27a1d8f8c7b78b4330,30c6a2d7adc26757a232a25161c9f778,2023-07-20,3.0
88,16a5cdae362b8d27a1d8f8c7b78b4330,3126425bf23d6498e405eb3c82c57cbe,2023-07-20,2.0
89,16a5cdae362b8d27a1d8f8c7b78b4330,319031ae8c8dfc60794f76ef35d9c659,2023-07-20,2.0
90,16a5cdae362b8d27a1d8f8c7b78b4330,32cfba8a13694631a8418e4d246e55fa,2023-07-20,2.0
91,16a5cdae362b8d27a1d8f8c7b78b4330,333a0e5158578991d36b3cdaf2f39b56,2023-07-20,3.0
92,16a5cdae362b8d27a1d8f8c7b78b4330,3353a79f9b488708181b5cf8c0397199,2023-07-20,5.0
93,16a5cdae362b8d27a1d8f8c7b78b4330,339de039a15a9bd17e4a7029af77b55b,2023-07-20,1.0
94,16a5cdae362b8d27a1d8f8c7b78b4330,3474f0e025c7deb7e127a35763bc5512,2023-07-20,9.0
95,16a5cdae362b8d27a1d8f8c7b78b4330,35071e7911b66b2f42bffca06f939598,2023-07-20,3.0
96,16a5cdae362b8d27a1d8f8c7b78b4330,364196813f3b746270a9b27bd76149c9,2023-07-20,3.0
97,16a5cdae362b8d27a1d8f8c7b78b4330,3761d3460a7883b7c7996a109afd4076,2023-07-20,3.0
98,16a5cdae362b8d27a1d8f8c7b78b4330,3775e29ab7a50a69c73aad30f19661e4,2023-07-20,2.0
99,16a5cdae362b8d27a1d8f8c7b78b4330,38733b76623acd8f39e60a1bec15d99f,2023-07-20,3.0
100,16a5cdae362b8d27a1d8f8c7b78b4330,38bfa3e22f6805da4f24236637eb7600,2023-07-20,2.0
101,16a5cdae362b8d27a1d8f8c7b78b4330,39f08ca9bf44368a6a029b0ff7c43ab3,2023-07-20,1.0
102,16a5cdae362b8d27a1d8f8c7b78b4330,3a74a370c8eb032acb11ad9119242b8f,2023-07-20,3.0
103,16a5cdae362b8d27a1d8f8c7b78b4330,3a8c9000ae826436d7d73d28259bca7d,2023-07-20,3.0
104,16a5cdae362b8d27a1d8f8c7b78b4330,3ab75955a9c0ce15f6ca004ff088e7f6,2023-07-20,2.0
105,16a5cdae362b8d27a1d8f8c7b78b4330,3addd02ab3fac269e310080fa6d5a228,2023-07-20,2.0
106,16a5cdae362b8d27a1d8f8c7b78b4330,3affcbb957032e3cd1c0c3f8526e5de8,2023-07-20,2.0
107,16a5cdae362b8d27a1d8f8c7b78b4330,3b862e98b075134ab0cb36bc638cb275,2023-07-20,6.0
108,16a5cdae362b8d27a1d8f8c7b78b4330,3b9d498f47ab14f47ab34bba038e5652,2023-07-20,3.0
109,16a5cdae362b8d27a1d8f8c7b78b4330,3b9ff9697e5688d38d5a0e7b0f0d519e,2023-07-20,2.0
110,16a5cdae362b8d27a1d8f8c7b78b4330,3ba6d756f58958866c1a355a115f3e38,2023-07-20,2.0
111,16a5cdae362b8d27a1d8f8c7b78b4330,3bb2524fb92c7c5fec7a4223e4fadf68,2023-07-20,1.0
112,16a5cdae362b8d27a1d8f8c7b78b4330,3c3a1cb0ae43df1a1f0abe1fbd8e158b,2023-07-20,4.0
113,16a5cdae362b8d27a1d8f8c7b78b4330,3c54bb7bf3061916d12d5027dda7e863,2023-07-20,1.0
114,16a5cdae362b8d27a1d8f8c7b78b4330,3c6d5538de13300a189c89d4f1e18624,2023-07-20,2.0
115,16a5cdae362b8d27a1d8f8c7b78b4330,3c7f919bb4e343b4d7f4233fef02be34,2023-07-20,3.0
116,16a5cdae362b8d27a1d8f8c7b78b4330,3d7a0d134019e7b9394ca95cac1e321e,2023-07-20,2.0
117,16a5cdae362b8d27a1d8f8c7b78b4330,3e25a622c0fd509e34d7c58371a455c6,2023-07-20,6.0
118,16a5cdae362b8d27a1d8f8c7b78b4330,3e5ed1845a499f1b16f1bc68d13e97fe,2023-07-20,4.0
119,16a5cdae362b8d27a1d8f8c7b78b4330,3ea981e7588500b228f84a69007ddd07,2023-07-20,6.0
120,16a5cdae362b8d27a1d8f8c7b78b4330,3f33017a9ce4fbff701facaeae7a7549,2023-07-20,6.0
121,16a5cdae362b8d27a1d8f8c7b78b4330,3f756d0376fdf2915c78e73dc5f63794,2023-07-20,2.0
122,16a5cdae362b8d27a1d8f8c7b78b4330,3f8913ec7657eded2950768f9378252b,2023-07-20,2.0
123,16a5cdae362b8d27a1d8f8c7b78b4330,3f8abc351114632af4bc60bdc3bbe3b1,2023-07-20,2.0
124,16a5cdae362b8d27a1d8f8c7b78b4330,40c651c778ea5ff2c54b164483dbae9c,2023-07-20,7.0
125,16a5cdae362b8d27a1d8f8c7b78b4330,4115bc05a3e5460e3bba7777fde0f807,2023-07-20,2.0
126,16a5cdae362b8d27a1d8f8c7b78b4330,419cfa1a495ba39a13708e750be20b10,2023-07-20,2.0
127,16a5cdae362b8d27a1d8f8c7b78b4330,421b0ea70ab7fd681ae63a8f12695199,2023-07-20,4.0
128,16a5cdae362b8d27a1d8f8c7b78b4330,426d3a6e14a6a7f30a720df5cf2dcf46,2023-07-20,2.0
129,16a5cdae362b8d27a1d8f8c7b78b4330,42a303fc7a6b682be534d5a0e8d3a115,2023-07-20,2.0
130,16a5cdae362b8d27a1d8f8c7b78b4330,43381fb2e43baebe00b83506caa61c25,2023-07-20,3.0
131,16a5cdae362b8d27a1d8f8c7b78b4330,433ed55e99dbd60e37ab7f291ee25770,2023-07-20,2.0
132,16a5cdae362b8d27a1d8f8c7b78b4330,43755745df7fa4be0070b62674ad6825,2023-07-20,1.0
133,16a5cdae362b8d27a1d8f8c7b78b4330,445ba14b96ef77934911701d9e5a0a08,2023-07-20,3.0
134,16a5cdae362b8d27a1d8f8c7b78b4330,45551f4c29881972ae5ed3666a5b1b8b,2023-07-20,2.0
135,16a5cdae362b8d27a1d8f8c7b78b4330,4678e046e53270a420f8e4df6797ca24,2023-07-20,7.0
136,16a5cdae362b8d27a1d8f8c7b78b4330,478c511848b5c6ced8d47e236857f8d5,2023-07-20,2.0
137,16a5cdae362b8d27a1d8f8c7b78b4330,47b1d7b5e5b4a00d7146ba165bfb43c8,2023-07-20,21.0
138,16a5cdae362b8d27a1d8f8c7b78b4330,47decbcad0a55e98086b30803ef9ca6d,2023-07-20,3.0
139,16a5cdae362b8d27a1d8f8c7b78b4330,47eeb61f07a2a71a1b60823b65620283,2023-07-20,3.0
140,16a5cdae362b8d27a1d8f8c7b78b4330,480b52fec90d07da477f6d10f638eb1a,2023-07-20,1.0
141,16a5cdae362b8d27a1d8f8c7b78b4330,480c8cfe6acee2ea1d6f1c63bb80f226,2023-07-20,2.0
142,16a5cdae362b8d27a1d8f8c7b78b4330,492f948808daf55a3f9e7ddd3694f546,2023-07-20,3.0
143,16a5cdae362b8d27a1d8f8c7b78b4330,4955c8d2017ad404f4872e32451b60e6,2023-07-20,2.0
144,16a5cdae362b8d27a1d8f8c7b78b4330,4a04104f09c6ea3e807666cce0c294d5,2023-07-20,18.0
145,16a5cdae362b8d27a1d8f8c7b78b4330,4a1167f2c6700c1ab5e2435a2ff300e7,2023-07-20,2.0
146,16a5cdae362b8d27a1d8f8c7b78b4330,4a15a652bde1a9a3ac9cb96160ff3a98,2023-07-20,13.0
147,16a5cdae362b8d27a1d8f8c7b78b4330,4a421463135a0f5e506740db32d16b97,2023-07-20,2.0
148,16a5cdae362b8d27a1d8f8c7b78b4330,4aef9bef9b3460130ca6cc0da3eba88a,2023-07-20,4.0
149,16a5cdae362b8d27a1d8f8c7b78b4330,4b083e10f6cd2f4360c5425d05be6386,2023-07-20,44.0
150,16a5cdae362b8d27a1d8f8c7b78b4330,4ba72d594b35e41cb3e066397eecdfba,2023-07-20,2.0
151,16a5cdae362b8d27a1d8f8c7b78b4330,4c3316e14a5be3b42a10e3f7866f7a78,2023-07-20,2.0
152,16a5cdae362b8d27a1d8f8c7b78b4330,4c3634923908691ab6d5583001a87e8d,2023-07-20,3.0
153,16a5cdae362b8d27a1d8f8c7b78b4330,4c8f26ea6f6790779345b500b2f70e9b,2023-07-20,16.0
154,16a5cdae362b8d27a1d8f8c7b78b4330,4ce0eb956648ab3ff6bb0afa3158cc42,2023-07-20,2.0
155,16a5cdae362b8d27a1d8f8c7b78b4330,4ced0e904c1a12055f160c369a2f3530,2023-07-20,2.0
156,16a5cdae362b8d27a1d8f8c7b78b4330,4e2b6b1dddc1ece38fbbaddad13c8e11,2023-07-20,7.0
157,16a5cdae362b8d27a1d8f8c7b78b4330,4e824a65fbd01f1708131bd247842688,2023-07-20,27.0
158,16a5cdae362b8d27a1d8f8c7b78b4330,4ed0c71c1dbe4da847171ddf845bc103,2023-07-20,3.0
159,16a5cdae362b8d27a1d8f8c7b78b4330,4f8b4c73b1712622d6f05c02cda05d49,2023-07-20,8.0
160,16a5cdae362b8d27a1d8f8c7b78b4330,502862e895172c8b1bb580c34a8c3575,2023-07-20,3.0
161,16a5cdae362b8d27a1d8f8c7b78b4330,50a87fe641d22f2f6563948e8d7bb1b2,2023-07-20,3.0
162,16a5cdae362b8d27a1d8f8c7b78b4330,525054066e1d6e94a6ad56078f4b212d,2023-07-20,6.0
163,16a5cdae362b8d27a1d8f8c7b78b4330,535e298d8e5cd1f7963af0028e58a2e5,2023-07-20,4.0
164,16a5cdae362b8d27a1d8f8c7b78b4330,543f17ebd9d464531d61fcdeaa36678f,2023-07-20,2.0
165,16a5cdae362b8d27a1d8f8c7b78b4330,5447104fa21acb781fea3adc6abe65c7,2023-07-20,1.0
166,16a5cdae362b8d27a1d8f8c7b78b4330,54cc81ad9eadc5ccde13e001ddfa3eb1,2023-07-20,15.0
167,16a5cdae362b8d27a1d8f8c7b78b4330,559c8bf461e7f622ce1caa97071337f1,2023-07-20,4.0
168,16a5cdae362b8d27a1d8f8c7b78b4330,566a43003e7a78392b83f043ecfc9871,2023-07-20,1.0
169,16a5cdae362b8d27a1d8f8c7b78b4330,56da7d7336b9ecd8e759e0c3940ec71d,2023-07-20,3.0
170,16a5cdae362b8d27a1d8f8c7b78b4330,5781a2637b476d781eb3134581b32044,2023-07-20,3.0
171,16a5cdae362b8d27a1d8f8c7b78b4330,57eaf5659b0371dbef7bb6cee4a14e71,2023-07-20,4.0
172,16a5cdae362b8d27a1d8f8c7b78b4330,57ecceb558dfcbb60e84d14dc3dd4fc0,2023-07-20,3.0
173,16a5cdae362b8d27a1d8f8c7b78b4330,58c6ef4b2db5bbeacec39affc0c2bf28,2023-07-20,6.0
174,16a5cdae362b8d27a1d8f8c7b78b4330,58e0a78811e27cfc26e3e427af4ae97d,2023-07-20,2.0
175,16a5cdae362b8d27a1d8f8c7b78b4330,58ebafabd92e2e3a80d86b7bb7e88eda,2023-07-20,5.0
176,16a5cdae362b8d27a1d8f8c7b78b4330,592ce64f80d8d1051d8ade3b002309e0,2023-07-20,3.0
177,16a5cdae362b8d27a1d8f8c7b78b4330,5963deb0a145213e5b69c75e3953602b,2023-07-20,3.0
178,16a5cdae362b8d27a1d8f8c7b78b4330,5a0896291d246465ff739135888c3a1b,2023-07-20,2.0
179,16a5cdae362b8d27a1d8f8c7b78b4330,5a106bc85bf017f97a9afcda66b93f01,2023-07-20,2.0
180,16a5cdae362b8d27a1d8f8c7b78b4330,5a81a30b2903e68c89c47293fbfa420f,2023-07-20,3.0
181,16a5cdae362b8d27a1d8f8c7b78b4330,5aa2f6e00873f8c90b00cd15d670daa1,2023-07-20,20.0
182,16a5cdae362b8d27a1d8f8c7b78b4330,5ad4f73ea28ca73f8fe529067b237db1,2023-07-20,1.0
183,16a5cdae362b8d27a1d8f8c7b78b4330,5adfc37e8b1a7ab1549daeb6f4918426,2023-07-20,28.0
184,16a5cdae362b8d27a1d8f8c7b78b4330,5b146d93f822459260216df28e572eca,2023-07-20,2.0
185,16a5cdae362b8d27a1d8f8c7b78b4330,5b26f85ccb23039364226f66f0366c66,2023-07-20,6.0
186,16a5cdae362b8d27a1d8f8c7b78b4330,5bb5f58ee78376e1d1806dd5cc25cfe1,2023-07-20,3.0
187,16a5cdae362b8d27a1d8f8c7b78b4330,5bc0e44accee3ad26b2a39c3b2bf91fc,2023-07-20,4.0
188,16a5cdae362b8d27a1d8f8c7b78b4330,5bc96a1714af997dfc31f078583f2942,2023-07-20,1.0
189,16a5cdae362b8d27a1d8f8c7b78b4330,5bd63b0366ee719bfd40b21a72ae4658,2023-07-20,3.0
190,16a5cdae362b8d27a1d8f8c7b78b4330,5ca106c323e777ec8b42dbbab099932c,2023-07-20,11.0
191,16a5cdae362b8d27a1d8f8c7b78b4330,5d560ea997068115892d2f0bd7cf91c3,2023-07-20,9.0
192,16a5cdae362b8d27a1d8f8c7b78b4330,5d74988b459f07525ce88fab4b0c5edf,2023-07-20,2.0
193,16a5cdae362b8d27a1d8f8c7b78b4330,5e664d6988c6d6827cbaaafb0bc7f103,2023-07-20,2.0
194,16a5cdae362b8d27a1d8f8c7b78b4330,5f2c6c83d8629cb955c1b1ad53a2aecd,2023-07-20,4.0
195,16a5cdae362b8d27a1d8f8c7b78b4330,5f3f3cdc16a1ad23f24383979e45ced0,2023-07-20,2.0
196,16a5cdae362b8d27a1d8f8c7b78b4330,5f5a11225159cab6f6f78d54509455ff,2023-07-20,1.0
197,16a5cdae362b8d27a1d8f8c7b78b4330,5f5c2411d478a7abf91177e8655899ae,2023-07-20,1.0
198,16a5cdae362b8d27a1d8f8c7b78b4330,5f86639bbaacbed711e89635b602cc75,2023-07-20,4.0
199,16a5cdae362b8d27a1d8f8c7b78b4330,5fb6bfa7b7d9a415d5f95d3951e2a35d,2023-07-20,18.0
200,16a5cdae362b8d27a1d8f8c7b78b4330,603c32f40317b3179730bb4d8a032f84,2023-07-20,8.0
201,16a5cdae362b8d27a1d8f8c7b78b4330,611f825b294117975c8d5c112cfb44ad,2023-07-20,2.0
202,16a5cdae362b8d27a1d8f8c7b78b4330,6129aab35aa6ad445191910f1d4c4aef,2023-07-20,1.0
203,16a5cdae362b8d27a1d8f8c7b78b4330,6157d6990d9a15027be2e356cccdc84d,2023-07-20,17.0
204,16a5cdae362b8d27a1d8f8c7b78b4330,62bfcaefc6a2322f6ab28b2967c0b0ce,2023-07-20,1.0
205,16a5cdae362b8d27a1d8f8c7b78b4330,62d4af457ba2540ce0898a211c0cd17a,2023-07-20,43.0
206,16a5cdae362b8d27a1d8f8c7b78b4330,634781c60ee669e92f10c95f55c37b0e,2023-07-20,2.0
207,16a5cdae362b8d27a1d8f8c7b78b4330,636991327ed15b3d7efe0a598911396b,2023-07-20,3.0
208,16a5cdae362b8d27a1d8f8c7b78b4330,639a51b38828b98d1f41256fb07bbc39,2023-07-20,16.0
209,16a5cdae362b8d27a1d8f8c7b78b4330,63b837c9a3fd362191761401ed418679,2023-07-20,15.0
210,16a5cdae362b8d27a1d8f8c7b78b4330,63fd103c3678af110f183d7d499d0081,2023-07-20,5.0
211,16a5cdae362b8d27a1d8f8c7b78b4330,641e167f974d1dd076c0886d17271975,2023-07-20,19.0
212,16a5cdae362b8d27a1d8f8c7b78b4330,6464ba75236f5928023d75e46ea8a328,2023-07-20,3.0
213,16a5cdae362b8d27a1d8f8c7b78b4330,6565d9fdec62ee17555c69675585c673,2023-07-20,3.0
214,16a5cdae362b8d27a1d8f8c7b78b4330,65b549322da3ee58ae90de15c61b62ae,2023-07-20,3.0
215,16a5cdae362b8d27a1d8f8c7b78b4330,65ebd984baa08be2dcd09ff15c254fdb,2023-07-20,12.0
216,16a5cdae362b8d27a1d8f8c7b78b4330,6629d8e0d18c0b83c15006570566598f,2023-07-20,3.0
217,16a5cdae362b8d27a1d8f8c7b78b4330,67731b6c536b98e9886698772595a486,2023-07-20,2.0
218,16a5cdae362b8d27a1d8f8c7b78b4330,67797f1f0f02ec5ccd5e3abd2d4e5b81,2023-07-20,13.0
219,16a5cdae362b8d27a1d8f8c7b78b4330,67dcedaa1090d67cef7afe3fb36945b0,2023-07-20,4.0
220,16a5cdae362b8d27a1d8f8c7b78b4330,68499aae61b2a91ad55f277e61604363,2023-07-20,3.0
221,16a5cdae362b8d27a1d8f8c7b78b4330,68942755c43ef58def148b0bd0ea27ba,2023-07-20,3.0
222,16a5cdae362b8d27a1d8f8c7b78b4330,695078b902484f8edb56d01c0b906c8c,2023-07-20,3.0
223,16a5cdae362b8d27a1d8f8c7b78b4330,699dc7822b719137e8124b728ab45fa3,2023-07-20,2.0
224,16a5cdae362b8d27a1d8f8c7b78b4330,6b1344097385a42484abd4746371e416,2023-07-20,4.0
225,16a5cdae362b8d27a1d8f8c7b78b4330,6b42fc2011e87c7b873b2bba3bf27a36,2023-07-20,7.0
226,16a5cdae362b8d27a1d8f8c7b78b4330,6b99a3e15f9bd22300be94439d98e9a5,2023-07-20,11.0
227,16a5cdae362b8d27a1d8f8c7b78b4330,6be39bc0f56a584c34705393e6fde8d9,2023-07-20,1.0
228,16a5cdae362b8d27a1d8f8c7b78b4330,6bebdb943dc661b7af1e9469a8caeb3f,2023-07-20,2.0
229,16a5cdae362b8d27a1d8f8c7b78b4330,6ccd621ec0c40be39d7ab5ee6d05be20,2023-07-20,2.0
230,16a5cdae362b8d27a1d8f8c7b78b4330,6ce20ee0cd25f2265f9c839747f3f60a,2023-07-20,3.0
231,16a5cdae362b8d27a1d8f8c7b78b4330,6d2dbe3063ddebc10840137515f6b06f,2023-07-20,2.0
